postUrl,description,commentCount,likeCount,location,locationId,pubDate,likedByViewer,isSidecar,type,profileUrl,username,fullName,imgUrl,postId,timestamp,query,videoUrl,viewCount,taggedFullName1,taggedUsername1,taggedFullName2,taggedUsername2,taggedFullName3,taggedUsername3,taggedFullName4,taggedUsername4,taggedFullName5,taggedUsername5,taggedFullName6,taggedUsername6,taggedFullName7,taggedUsername7,taggedFullName8,taggedUsername8,taggedFullName9,taggedUsername9,taggedFullName10,taggedUsername10,taggedFullName11,taggedUsername11,taggedFullName12,taggedUsername12,taggedFullName13,taggedUsername13,taggedFullName14,taggedUsername14,taggedFullName15,taggedUsername15,taggedFullName16,taggedUsername16,taggedFullName17,taggedUsername17,taggedFullName18,taggedUsername18,taggedFullName19,taggedUsername19,taggedFullName20,taggedUsername20
https://www.instagram.com/p/CbXlb2GP6sT/,"Classics, brights, neutrals and earth tones. Just take your pic. 📸 Images courtesy of @ysl #SaintLaurent",22,710,Singapore / Singapura / 新加坡 / சிங்கப்பூர்,114069296823977,2022-03-21T14:02:45.000Z,false,false,Photo,https://www.instagram.com/bagaholicboy,bagaholicboy,Bagaholicboy,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-15/277038608_354564763241291_53803635533850686_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=111&_nc_ohc=QKC_YBAPdIQAX83wrxk&tn=4Oje3mhh73Hhwg4b&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5ODg3MDMzNDY2NzcyOTY4Mw%3D%3D.2-ccb7-4&oh=00_AT_K7ip4K-sBTvVjIQszd64FQoxAVsaqNjHzw8hJF4OjKQ&oe=624196A2&_nc_sid=83d603,2798870334667729683_1679827,2022-03-22T12:44:20.235Z,https://www.instagram.com/bagaholicboy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CbSZC5qP5C4/,Time for your weekend palette cleanser courtesy of #Dior. And don’t they all look like sweets? 📸 Images courtesy of @dior #DiorTribales,55,3,Singapore / Singapura / 新加坡 / சிங்கப்பூர்,114069296823977,2022-03-19T13:38:17.000Z,false,true,Photo,https://www.instagram.com/bagaholicboy,bagaholicboy,Bagaholicboy,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-15/275968398_1134062364084525_8475885546376918580_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=109&_nc_ohc=DfUVct9lUYwAX8b_pqU&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5NzQwODQ2NDgxMTA4MDg2MA%3D%3D.2-ccb7-4&oh=00_AT-QGGNP0Gyw9B5lCXCBe6GoBWNRmMKyHP76JnBHRdFkZA&oe=624056CE&_nc_sid=83d603,2797408464811080860_1679827,2022-03-22T12:44:20.574Z,https://www.instagram.com/bagaholicboy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CbSZC5qP5C4/,Time for your weekend palette cleanser courtesy of #Dior. And don’t they all look like sweets? 📸 Images courtesy of @dior #DiorTribales,55,3,Singapore / Singapura / 新加坡 / சிங்கப்பூர்,114069296823977,2022-03-19T13:38:17.000Z,false,true,Photo,https://www.instagram.com/bagaholicboy,bagaholicboy,Bagaholicboy,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-15/275969734_1286281825188545_6384482270272963917_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=105&_nc_ohc=f4JAodtGwzkAX8WUvPJ&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5NzQwODQ2NDgxMTI0MzY2MA%3D%3D.2-ccb7-4&oh=00_AT88LHfvIJ0v_jWd005yfbgBFnFTlBYEmFSIT_mEGbkXpA&oe=62408526&_nc_sid=83d603,2797408464811243660_1679827,2022-03-22T12:44:20.574Z,https://www.instagram.com/bagaholicboy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CbSZC5qP5C4/,Time for your weekend palette cleanser courtesy of #Dior. And don’t they all look like sweets? 📸 Images courtesy of @dior #DiorTribales,55,3,Singapore / Singapura / 新加坡 / சிங்கப்பூர்,114069296823977,2022-03-19T13:38:17.000Z,false,true,Photo,https://www.instagram.com/bagaholicboy,bagaholicboy,Bagaholicboy,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-15/275779246_537752034346515_723566965494371897_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=103&_nc_ohc=TNeoVzciiWAAX85tiZ9&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5NzQwODQ2NDk3ODkxMzg5OQ%3D%3D.2-ccb7-4&oh=00_AT_-bpu1dsU8NMkYHslQY-HbENGQCYj-bdzRW7m6zLa_Gw&oe=624190BE&_nc_sid=83d603,2797408464978913899_1679827,2022-03-22T12:44:20.574Z,https://www.instagram.com/bagaholicboy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CbNLGfHPcIa/,"C for classic, C for chic, C for #PanthèredeCartier. @cartier 📸 @stu__c for @bagaholicboy📍@bymyoldschool #CartierSG",40,3,Singapore / Singapura / 新加坡 / சிங்கப்பூர்,114069296823977,2022-03-17T13:00:15.000Z,false,true,Photo,https://www.instagram.com/bagaholicboy,bagaholicboy,Bagaholicboy,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-15/275859983_1313574599122499_7119847819752647145_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=111&_nc_ohc=BLIKuRgKjgMAX_zlEyY&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5NTkzOTc2NDM4ODIxOTg5MQ%3D%3D.2-ccb7-4&oh=00_AT9PS-2ixtr37BdaRwMiAh9j6sTwYrrLrGyG4jzWFNZoDw&oe=623FC7AB&_nc_sid=83d603,2795939764388219891_1679827,2022-03-22T12:44:20.935Z,https://www.instagram.com/bagaholicboy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CbNLGfHPcIa/,"C for classic, C for chic, C for #PanthèredeCartier. @cartier 📸 @stu__c for @bagaholicboy📍@bymyoldschool #CartierSG",40,3,Singapore / Singapura / 新加坡 / சிங்கப்பூர்,114069296823977,2022-03-17T13:00:15.000Z,false,true,Photo,https://www.instagram.com/bagaholicboy,bagaholicboy,Bagaholicboy,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-15/276061396_133038579247873_2566813761132755231_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=101&_nc_ohc=8TtOnNPWe9oAX9FT8rG&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5NTkzOTc2NDI3MDc2MDg0Nw%3D%3D.2-ccb7-4&oh=00_AT9s4aR0TTGr1IwbT3kBLfmjbNHqpBJHoscqhqdv3oN5Xg&oe=624101DD&_nc_sid=83d603,2795939764270760847_1679827,2022-03-22T12:44:20.935Z,https://www.instagram.com/bagaholicboy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CbNLGfHPcIa/,"C for classic, C for chic, C for #PanthèredeCartier. @cartier 📸 @stu__c for @bagaholicboy📍@bymyoldschool #CartierSG",40,3,Singapore / Singapura / 新加坡 / சிங்கப்பூர்,114069296823977,2022-03-17T13:00:15.000Z,false,true,Photo,https://www.instagram.com/bagaholicboy,bagaholicboy,Bagaholicboy,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-15/276145962_464734095437894_6769632529382503049_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=102&_nc_ohc=tzmCdw-9VmgAX_e9k_k&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5NTkzOTc2NDI4NzMyNDE3Mg%3D%3D.2-ccb7-4&oh=00_AT-PCMGgAugVu_hS2JV7k5YfFg63dfyP5BfKveMr65RX7w&oe=62403A41&_nc_sid=83d603,2795939764287324172_1679827,2022-03-22T12:44:20.935Z,https://www.instagram.com/bagaholicboy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CbMQyeZP4t-/,"All that shimmers is not gold. And in the case of this new season evening bag, it’s even better. 📸 Image courtesy of @chanelofficial #CHANELSpringSummer",32,3,Singapore / Singapura / 新加坡 / சிங்கப்பூர்,114069296823977,2022-03-17T04:30:42.000Z,false,false,Photo,https://www.instagram.com/bagaholicboy,bagaholicboy,Bagaholicboy,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-15/275860994_1575457576173363_532046596755541798_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=103&_nc_ohc=GzeC3WBPhyEAX9KSstL&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5NTY4MzMwNjA0NDA5OTQ1NA%3D%3D.2-ccb7-4&oh=00_AT_uPWBfdT0O5LZGeFYy4rX2TgbSMlYs3IP6tRGfxDPjZw&oe=6240CA00&_nc_sid=83d603,2795683306044099454_1679827,2022-03-22T12:44:21.227Z,https://www.instagram.com/bagaholicboy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CbKXr1SvJgl/,Details are everything when it comes to @louisvuitton’s #LVSS22 bag line-up that’s now available at local #LouisVuitton boutiques. The mini Dauphine gets a see-through Monogram Lace finish while the iconic Petite Malle gets ‘stretched’ into a ‘east-west’ style. Which do you love more?,54,3,Singapore / Singapura / 新加坡 / சிங்கப்பூர்,114069296823977,2022-03-16T10:52:29.000Z,false,false,Photo,https://www.instagram.com/bagaholicboy,bagaholicboy,Bagaholicboy,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-15/275830980_386426099582449_7348796462692309031_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=101&_nc_ohc=ZMAARZ72vlgAX91yTnb&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5NTE1MDY4NTk2NjczNTM5Nw%3D%3D.2-ccb7-4&oh=00_AT_YaBsb1D2CqiHs1aqaalewpwoG32gMLbGKLgpDaD_OAA&oe=623FDA20&_nc_sid=83d603,2795150685966735397_1679827,2022-03-22T12:44:21.522Z,https://www.instagram.com/bagaholicboy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CbFf3G7Fj13/,"Take your pick with @balenciaga’s Neo Cagole bags and Cagole sandals. What’s your, err, pick? 📽 @bifrost_____ for @bagaholicboy #Balenciaga",77,1223,Singapore / Singapura / 新加坡 / சிங்கப்பூர்,114069296823977,2022-03-14T13:31:11.000Z,false,false,Video,https://www.instagram.com/bagaholicboy,bagaholicboy,Bagaholicboy,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-15/275759071_3109502249317838_550314469816172557_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=102&_nc_ohc=hciicI7FmmEAX9Hig5O&edm=AABBvjUBAAAA&ccb=7-4&ig_cache_key=Mjc5Mzc3OTI3MDMwMDA4OTcxOQ%3D%3D.2-ccb7-4&oh=00_AT-yXP_9DWNI8NdKFz_S3xHK_AGtCCSZIKuQQH955wJVEw&oe=6240E053&_nc_sid=83d603,2793779270300089719_1679827,2022-03-22T12:44:21.849Z,https://www.instagram.com/bagaholicboy/,https://scontent-lhr8-2.cdninstagram.com/v/t50.16885-16/275691789_1665107397174698_7408588172837641836_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5pZ3R2LmJhc2VsaW5lIiwicWVfZ3JvdXBzIjoiW1wiaWdfd2ViX2RlbGl2ZXJ5X3Z0c19vdGZcIl0ifQ&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=102&_nc_ohc=Qvu7jJGJwcAAX_ata4h&edm=AABBvjUBAAAA&vs=349121237145028_2308302367&_nc_vs=HBksFQAYJEdBMjViaENxNWVzR2FPb0ZBR3plSmRtd2w5Qm1idlZCQUFBRhUAAsgBABUAGCRHRDc4Y0JDb19CWnJoUzRCQUt6VE5CRDZzeXhqYnZWQkFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaOkPyy9fvRPxUCKAJDMywXQC2ZmZmZmZoYEmRhc2hfYmFzZWxpbmVfMV92MREAdewHAA%3D%3D&ccb=7-4&oe=623BE175&oh=00_AT_bNF2_3VoYerEQo3owdc6ecNLdPPRXbERi1GkDBN6_Ew&_nc_sid=83d603,22367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
